,order_date,sku,online_brand,online_name,online_category,online_subcategory,total_qty_ordered,total_qty_returned,total_qty_refunded,total_qty_canceled,unit_original_price,unit_sale_price_exc_vat,total_nmv_exc_vat,discount_amt_bfr_CR,total_discount_amount,total_discount_coupon,total_discount_on_top,total_amount_the1_reedeem,GP
3130,9/2/2022,716994,MARCO POLO,Black FL-A1213 C2,women,eyewear,2,0,0,0,5990,897.2,1794.4,0,0,NA,NA,0,518.4
3131,1/4/2022,1007879,HomeHuk,Choco Leathaire Large Recliner Chair,tion-campaign,flash-deal-7-jul-22,1,0,0,0,10900,5971.96,5710.28,261.68,261.68,NA,NA,280,958.5
3132,24/1/2022,716423,TicWatch,Black Smartwatch E2,gadgets-tech,wearable-gadgets,1,0,0,0,5900,2327.1,2327.1,0,0,NA,NA,0,174.3
3133,11/11/2021,877755,HCare,HCare Go Smartwatch - Matte Black,tion-campaign,flash-deal-2-jul-22,2,0,0,0,3990,1542.06,2990.66,93.46,93.46,NA,NA,100,891
3134,2/3/2022,309777,RAY-BAN,CRYSTAL GREEN RAY-BAN ROUND METAL RB3447 SIZE 50 MM,women,eyewear,1,0,0,0,6350,4451.4,4228.83,222.57,222.57,NA,NA,0,809.71
3135,18/10/2021,16814462,CERTAINTY,กางเกงอนามัย Day Pants ไซส์ L จำนวน 34 ชิ้น x 4 แพ็ค (ยกลัง),home,eldery-care,2,0,0,0,1799,1587.85,2858.12,317.58,317.58,NA,NA,0,199.9
3136,27/1/2022,17062220,Lifree,Rehabili Pants White Size M ,home,eldery-care,3,0,0,0,1647,1400.93,3660.91,541.88,541.88,NA,NA,0,262.45
3137,13/11/2021,14116568,PIGEON,BABY WIPES CHAMOMILE 82 PCS P9,tion-campaign,flash-deal-7-jul-22,3,0,0,0,555,518.69,1530.14,25.93,25.93,0,25.93,0,478.07
3138,24/10/2021,15477385,INVISIBOBBLE,Power Pack 3 pcs. Crystal Clear,women,hat-hair-accessories,2,0,0,0,255,238.32,476.64,0,0,NA,NA,0,181.12
3139,29/11/2021,21311192,SKULLCANDY,Ink'd® Wireless Earbuds,gadgets-tech,audio-hifi,1,0,0,0,2190,784.11,705.7,78.41,78.41,NA,NA,0,711.72
3140,21/3/2022,536344,GRANDSPORT,Black Women's Pants (342677),sports,accessories,1,0,0,0,595,556.07,517.65,38.42,38.42,NA,NA,14.59,71.4
3141,24/11/2021,84118523,marks___spencer_online,Sugar Free Butterscotch,home,groceries-2,2,0,0,0,69,64.49,128.98,0,0,NA,NA,0,85.48
3142,25/2/2022,17815437,MINI MONO,แว่นกันแดดGY PK REVO กรอบ DEMI,women,eyewear,10,0,0,0,100,27.1,271,0,0,NA,NA,0,-172.62
3143,10/9/2021,28736356,LAMOON,โฟมอาบน้ำปั้ม4ขวด รีฟิว6ถุง,kids,baby-sets,2,0,0,0,3590,2336.45,4018.69,654.21,654.21,467.29,186.92,0,1249.61
3144,12/11/2021,924160,MLB,CAP NEW YORK YANKEES 32CP77841 50B BEIGE,men,hats-caps,1,0,0,0,1490,1239.25,1239.25,0,0,NA,NA,0,291.72
3145,5/4/2022,947114,GUESS,"BAG FB838372 KATEY LUXE MINI TOP ZIP SHLDR, BLACK COLOR",sports,accessories,2,0,0,1,3290,922.43,922.43,0,0,NA,NA,0,197.4
3146,23/2/2022,82855840,TEFAL,Pan Cook Healthy Set 3 pcs. Medium Grey,tion-campaign,flash-deal-7-jul-22,1,0,0,0,2590,1203.74,1203.74,0,0,NA,NA,0,570.41
3147,10/3/2022,2596532,BIOTHERM,FORCE SUPREME CLEANSER T125ML,beauty,mens-grooming,1,0,0,0,1500,1261.68,1261.68,0,0,NA,NA,0,287.45
3148,24/12/2021,33251479,marks___spencer_online,Rye Biscuits,home,groceries-2,1,0,0,0,229,214.02,125.22,88.8,88.8,NA,NA,95.02,22.78
3149,26/2/2022,70756074,HAVEN BATHTOWEL,เครื่องชั่งDIGITAL BG260BK,gadgets-tech,wearable-gadgets,2,0,0,0,1250,344.86,689.72,0,0,NA,NA,0,305.72
3150,7/9/2021,232064,PENTEL,PENTEL ปากกาหมึกเจล Energel แบบกด 0.7 มม. สีน้ำเงิน,jewelry-watches,pens,4,0,0,0,50,46.73,186.92,0,0,NA,NA,0,29
3151,23/5/2022,MJT50451272,MUJI,Hexagon Pen 6 Colors 5145040209 Multi Color,jewelry-watches,pens,1,0,0,0,185,155.14,155.14,0,0,NA,NA,0,NA
3152,26/12/2021,78664562,CERTAINTY,Certainty Tape Super Save Box Size M 112 Pcs.,home,eldery-care,2,0,0,1,1599,1400.93,1260.84,280.18,140.09,NA,NA,0,90.61
3153,17/10/2021,25579,REEBOK,Blue Reebok Yoga Mat - 4mm,sports,equipments,3,0,0,0,690,322.43,967.29,0,0,NA,NA,0,98.34
3154,3/10/2021,2596532,BIOTHERM,FORCE SUPREME CLEANSER T125ML,beauty,mens-grooming,1,0,0,0,1500,1261.68,1229.33,32.35,32.35,NA,NA,0,255.1
3155,12/4/2022,690388,DEERMA,White Vacuum Cleaner CM800,tion-campaign,flash-deal-7-jul-22,3,1,1,1,2290,887.85,825.7,124.3,62.15,NA,NA,0,66.5
3156,4/6/2022,23465763,MINI MONO,Folding Umbrella XI9714 Black,women,umbrella,1,0,0,0,120,112.15,112.15,0,0,NA,NA,0,46.73
3157,5/9/2021,70415285,ZWILLING,กระทะWOK BALLARINI MURANO 30CM,tion-campaign,flash-deal-5-jul-22,1,0,0,0,5290,2966.36,2669.72,296.64,296.64,NA,NA,0,757.31
3158,2/2/2022,945121,AFTERSHOKZ,Alpine White OpenMove,gadgets-tech,audio-hifi,2,0,0,1,3090,2327.1,2327.1,0,0,NA,NA,0,174.3
3159,16/3/2022,22882929,ZEENZONE_BEAUTY,ผ้าปิดตาลายเสือ,men,eyewear,1,0,0,0,95,17.76,17.76,0,0,NA,NA,0,-13.03
3160,28/5/2022,86221566,UNDER_ARMOUR,Men's UA Iso-Chill ArmourVent™ Adjustable Hat 1361528-001 Black/Grey Size Free Size,men,hats-caps,1,0,0,0,990,832.71,832.71,0,0,NA,NA,0,323.83
3161,26/9/2021,16968929,PHILIPS,Electric Shaver S1030/04,beauty,mens-grooming,2,0,0,0,2290,1495.33,2883.18,107.48,107.48,NA,NA,0,348.64
3162,30/5/2022,21482717,CENTRAL HOME,SPIN MOP,tion-campaign,flash-deal-7-jul-22,15,0,0,3,1290,372.9,4474.8,0,0,NA,NA,0,1799.89
3163,11/11/2021,22872982,FITBIT,Versa 2 Smart Watch Stone/Mist Grey Aluminium,gadgets-tech,wearable-gadgets,1,0,0,0,7990,4943.93,4196.27,747.66,747.66,467.29,280.37,0,382.14
3164,11/12/2021,42685654,levi_s,New Sportswear Logo Cap CAP231661I-6-51 White Size Free Size,men,hats-caps,1,0,0,0,890,332.71,332.71,0,0,NA,NA,0,70.87
3165,21/2/2022,20319335,Coolpets,สายรัดอกสุนัขPURPLE M,home,pet-supplies,1,0,0,0,275,92.52,92.52,0,0,NA,NA,0,2.83
3166,25/2/2022,88783208,SANRIO,Hair Clips Face Hello Kitty Multi-Color,women,hat-hair-accessories,2,0,0,0,175,163.55,294.91,32.19,32.19,NA,NA,0,180.55
3167,4/10/2021,28545828,FITBIT,CHARGE 4 BLACK,gadgets-tech,wearable-gadgets,3,0,0,1,6490,4383.18,8299.07,934.58,467.29,NA,NA,0,1474.65
3168,11/12/2021,1012150,MARSHALL,Balck Marshall Minor III True Wireless In-Ear Headphones,gadgets-tech,audio-hifi,3,0,0,0,9990,8961.68,26885.04,0,0,NA,NA,0,2013.69
3169,15/12/2021,874481,AIS,AIS 4G Hi-Speed Pocket WiFi,gadgets-tech,computers,1,0,0,0,1390,1299.07,1299.07,0,0,NA,NA,0,97.3
3170,6/4/2022,530699,MARCO POLO,Silver SMRE 9275 C5,men,eyewear,2,0,0,1,7690,859.81,859.81,20.69,0,NA,NA,22.14,248.4
3171,23/9/2021,84157744,marks___spencer_online,Sugar Free Strong Mints,home,groceries-2,1,0,0,0,99,92.52,92.52,0,0,NA,NA,0,51.48
3172,7/3/2022,83822209,SANRIO,กิ๊บหนีบผม AURORALONG HAIR CLI,women,hat-hair-accessories,1,0,0,0,285,266.36,239.72,26.64,26.64,NA,NA,0,157.83
3173,12/3/2022,31278553,MARSHALL,ลำโพง EMBERTON BT BK,gadgets-tech,audio-hifi,1,0,0,0,6990,6532.71,6532.71,0,0,NA,NA,0,1516.24
3174,7/3/2022,1141775,GUESS,"BAG LE832421 NEW CASTLE TOP ZIP CROSSBODY, BLACK",sports,accessories,1,0,0,0,4790,2238.32,2238.32,0,0,NA,NA,0,479
3175,18/5/2022,75908423,SHISEIDO,Men Face Cleanser 125 mL,beauty,mens-grooming,1,0,0,0,990,832.71,766.09,66.62,66.62,NA,NA,0,120.37
3176,21/3/2022,709602,B2S,HP ตลับหมึกอิงค์เจ็ท 3 สี HP 680/CO,gadgets-tech,computers,1,0,0,0,390,364.49,352.81,11.68,11.68,NA,NA,12.14,19.5
3177,3/11/2021,83247521,INVISIBOBBLE,Power Hair Tie Magic Rainbow ,women,hat-hair-accessories,1,0,0,0,255,238.32,238.32,0,0,NA,NA,0,98.21
3178,9/3/2022,16997592,LAMY,319 Rollerball Pens Safari M M63bl White,jewelry-watches,pens,1,0,0,0,600,560.75,560.75,0,0,NA,NA,0,157.01
3179,31/5/2022,16814462,CERTAINTY,กางเกงอนามัย Day Pants ไซส์ L จำนวน 34 ชิ้น x 4 แพ็ค (ยกลัง),home,eldery-care,8,0,0,0,1799,1587.85,9913.83,2788.97,2788.97,1130.37,467.29,225,24.95
3180,2/11/2021,83737305,KERASTASE,Dry and Frizzy Hair care Overnight Serum 90 mL. - 8H Magic Night Serum,tion-campaign,flash-deal-7-jul-22,1,0,0,0,1530,1286.92,1077.23,209.69,209.69,NA,NA,86.67,160.01
3181,9/5/2022,626942,Optimum Nutrition,Hydro Whey Protien 3.5 lb - Turbo Chocolate,tion-campaign,flash-deal-7-jul-22,1,0,0,0,2879,2617.76,2617.76,0,0,NA,NA,0,476.17
3182,7/1/2022,347233,RESTER,White Foot Massage iStepp E-8099,tion-campaign,flash-deal-6-jul-22,1,0,0,0,9900,2850.47,2850.47,0,0,NA,NA,0,366
3183,5/11/2021,46241672,marks___spencer_online,Chocolate Dutch Shortcake,home,groceries-2,3,0,0,0,169,157.94,473.82,0,0,NA,NA,0,473.82
3184,12/12/2021,27766804,MINI MONO,Cat-Eye Sunglasses Black,men,eyewear,1,0,0,0,100,93.46,91.75,1.71,1.71,NA,NA,0,39.21
3185,4/12/2021,830717,ADIDAS,Grey Fitness Mat - 10mm,tion-campaign,flash-deal-8-jun-22-2,1,0,0,0,1490,974.77,974.77,0,0,NA,NA,0,99.09
3186,18/9/2021,766430,ADIDAS,ADIDAS TRAINING Stronger For It Shaped Bra Women,sports,apparels,1,0,0,0,2400,852.34,852.34,0,0,NA,NA,0,109.44
3187,11/9/2021,10502,MARCO POLO,Black Marco Polo FLLKS03012 C1,men,eyewear,1,0,0,0,8290,765.42,765.42,0,0,NA,NA,0,221.13
3188,1/10/2021,21866579,BIOTHERM,Force Supreme Brightening Dual Concentrate 20 Ml,beauty,mens-grooming,4,2,2,1,3000,2383.18,2383.18,0,0,NA,NA,0,434.72
3189,24/11/2021,24703697,BABY MOBY,เซ็ตเตรียมคลอด ONLY CENTRAL,kids,baby-sets,2,0,0,1,1816,1307.48,1307.48,0,0,NA,NA,0,-173.9
3190,15/12/2021,20997199,MINI MONO,ที่วางโทรศัพท์มือถือแท็บเล็ต,gadgets-tech,mobiles-tablets,1,0,0,0,60,56.07,49.34,6.73,6.73,NA,NA,0,26.58
3191,13/6/2022,24859851,Coolpets,ที่นอนสุนัข JEANS DG 80X58X8CM,home,pet-supplies,1,0,0,0,850,232.71,232.71,0,0,NA,NA,0,-37.4
3192,5/5/2022,82596880,BOSE,Soundlink Revolve Plus II Grey,gadgets-tech,audio-hifi,1,0,0,0,12900,12056.07,10116.82,1939.25,1939.25,NA,NA,75,-130.84
3193,10/9/2021,MJT50783588,MUJI,Polycarbonate Ball Point Pen PLBALLPEN07 ,jewelry-watches,pens,1,0,0,0,35,32.71,32.71,0,0,NA,NA,0,NA
3194,3/1/2022,1083545,BIOTHERM,HOMME AQUAPOWER Oligo-Thermal Fresh Gel Ultra Cleansing 125 mL เจลล้างหน้า HOMME AQUAPOWER Oligo-Thermal Fresh Gel Ultra Cleansing ขนาด 125 มล.,beauty,mens-grooming,4,0,0,1,1100,925.23,2529.01,339.2,246.68,95.44,79.52,0,385.69
3195,7/11/2021,86456845,BIOTHERM,CERA REPAIR CR 50ML,tion-campaign,flash-deal-3-jul-22,1,0,0,0,2100,1766.36,1589.72,176.64,176.64,NA,NA,0,225.8
3196,5/1/2022,32273748,SANRIO_LOCAL,ที่คาดผมKU,women,personal-accessories,1,0,0,0,458,214.02,214.02,0,0,NA,NA,0,154.02
3197,12/12/2021,530698,MARCO POLO,Black  SMRS 3259 C1,men,eyewear,2,0,0,0,5690,746.73,1016.82,476.64,476.64,NA,NA,510,431.46
3198,18/12/2021,39179319,HAVEN,Neck Pillow : Memory Foam Orange Color Size 30 x 30 cm,sports,accessories,2,0,0,0,495,182.24,310.42,54.06,54.06,NA,NA,0,68.5
3199,26/5/2022,2596532,BIOTHERM,FORCE SUPREME CLEANSER T125ML,beauty,mens-grooming,2,0,0,0,1500,1261.68,2232.26,291.1,291.1,0,164.93,0,283.8
3200,23/5/2022,88856902,APPLE,AirPods (3rd generation) White,gadgets-tech,audio-hifi,2,0,0,0,6790,6158.88,12317.76,0,0,NA,NA,0,6587.76
3201,18/9/2021,758481,ADIDAS,ADIDAS TRAINING Aeroknit Seamless 7/8 Yoga Tights Women,sports,apparels,2,0,0,0,1300,461.68,923.36,0,0,NA,NA,0,118.56
3202,8/6/2022,16655393,ESQUIRE,หมอนหนุน Contour Memory Foam สีขาว,tion-campaign,flash-deal-6-jul-22,5,0,0,0,2790,466.36,2331.8,0,0,NA,NA,0,1020.83
3203,26/10/2021,766637,ADIDAS,ADIDAS TRAINING Primeblue Dad Cap Unisex,sports,accessories,1,0,0,0,900,277.57,277.57,0,0,NA,NA,0,35.64
3204,5/6/2022,76856990,JOURNAL,Scarf 2104KKSC014 White Size Free Size,women,beach-accessories,1,0,0,0,895,397.2,397.2,0,0,NA,NA,0,140.79
3205,9/10/2021,859708,ADIDAS,Grey Yoga Mat - 8mm,sports,equipments,1,0,0,0,1090,814.95,455.14,359.81,359.81,NA,NA,385,82.84
3206,23/10/2021,17062220,Lifree,Rehabili Pants White Size M ,home,eldery-care,2,0,0,0,2196,1400.93,2521.68,280.18,280.18,NA,NA,0,56.04
3207,21/1/2022,86456845,BIOTHERM,CERA REPAIR CR 50ML,tion-campaign,flash-deal-3-jul-22,2,1,1,0,2100,1766.36,1766.36,0,0,NA,NA,0,402.44
3208,26/1/2022,1083545,BIOTHERM,HOMME AQUAPOWER Oligo-Thermal Fresh Gel Ultra Cleansing 125 mL เจลล้างหน้า HOMME AQUAPOWER Oligo-Thermal Fresh Gel Ultra Cleansing ขนาด 125 มล.,beauty,mens-grooming,2,0,0,0,1100,873.83,1747.66,0,0,NA,NA,0,318.78
3209,26/2/2022,530688,MARCO POLO,Pink SMRE 98113 C3,men,eyewear,1,0,0,0,7290,887.85,887.85,0,0,NA,NA,0,256.5
