,order_date,sku,online_brand,online_name,online_category,online_subcategory,total_qty_ordered,total_qty_returned,total_qty_refunded,total_qty_canceled,unit_original_price,unit_sale_price_exc_vat,total_nmv_exc_vat,discount_amt_bfr_CR,total_discount_amount,total_discount_coupon,total_discount_on_top,total_amount_the1_reedeem,GP
9236,13/11/2021,70950496,THREE,Advanced Ethereal Smooth Operator Loose Powder 01 Smooth Matte 10 g,tion-campaign,flash-deal-3-jul-22,1,0,0,0,2100,1668.22,1668.22,0,0,NA,NA,0,567.4
9237,8/9/2021,32847840,BOSE,Speaker SoundLink Mini II Special Edition Silver ,gadgets-tech,audio-hifi,1,0,0,0,6290,5878.5,5411.21,467.29,467.29,NA,NA,0,414.48
9238,7/5/2022,716998,MARCO POLO,Black FL-6084 C2,women,eyewear,1,0,0,0,4990,887.85,887.85,0,0,NA,NA,0,256.5
9239,19/10/2021,333475,REEBOK,Yellow Yoga Mat - 4mm,sports,equipments,1,0,0,0,690,322.43,319.93,2.5,2.5,NA,NA,2.68,32.78
9240,5/5/2022,16885868,BIOTHERM,Homme T-Pur Micro Peeling Serum 50 ml. เซรั่ม Homme T-Pur Micro Peeling Serum 50 ml.,beauty,mens-grooming,1,0,0,0,1950,1549.53,1351.42,198.11,198.11,NA,NA,211.98,84.92
9241,26/10/2021,234620,JBL,In-Ear Bluetooth Headphone (Black) T110BT,gadgets-tech,audio-hifi,3,0,0,2,1990,738.32,738.32,0,0,NA,NA,0,39.5
9242,25/5/2022,347233,RESTER,White Foot Massage iStepp E-8099,tion-campaign,flash-deal-6-jul-22,3,0,0,0,9900,2794.39,8159.31,223.86,223.86,NA,NA,30.23,3316.38
9243,12/11/2021,888252,SWISSE,Red Ultiboost High Strength Deep Sea Krill Oil 60 Tablets,sports,supplementary-food,4,0,0,2,2285,1112.15,2224.3,0,0,NA,NA,0,428.4
9244,5/1/2022,703258,TP-LINK,TP-LINK ARCHER TL-MR6400 N300 Wireless dual Band 4G LTE Router,gadgets-tech,computers,1,0,0,0,1990,1859.81,1859.81,0,0,NA,NA,0,139.3
9245,8/10/2021,8563453,BIOTHERM,FS LIQUID EYES T15,beauty,mens-grooming,1,0,0,0,2200,1850.47,1850.47,0,0,NA,NA,0,421.6
9246,6/6/2022,4130147,BIOTHERM,HOMME T-Pur Cleanser Unclogging Purifying Cleanser 125 mL HOMME โฟมล้างหน้าสำหรับผู้ชาย T-Pur Cleanser Unclogging Purifying Cleanser ขนาด 125 มล.,beauty,mens-grooming,1,0,0,0,950,799.07,719.16,79.91,79.91,NA,NA,0,102.15
9247,12/5/2022,400448,RESTER,Champange Massage Pillow Butterfly E-282,sports,equipments,2,0,0,0,7900,1859.81,3719.62,0,0,NA,NA,0,477.6
9248,26/11/2021,78664562,CERTAINTY,Certainty Tape Super Save Box Size M 112 Pcs.,home,eldery-care,1,0,0,0,1599,1400.93,1326.16,74.77,74.77,NA,NA,0,235.93
9249,25/5/2022,78664562,CERTAINTY,Certainty Tape Super Save Box Size M 112 Pcs.,home,eldery-care,3,0,0,0,1599,1373.83,4121.49,0,0,NA,NA,0,697.8
9250,8/1/2022,23678453,PICCOLO,ไม้แขวนเสื้อเด็ก 4PCS BLUE,kids,baby-sets,4,0,0,0,95,71.03,6.8,277.32,277.32,NA,NA,256.36,-118.13
9251,12/9/2021,20319397,Coolpets,สายรัดอกสุนัขRIBBON L,home,pet-supplies,1,0,0,0,450,294.39,294.39,0,0,NA,NA,0,139.56
9252,21/10/2021,12211586,GOODY,Medium Round Claw Clip Black,women,hat-hair-accessories,1,0,0,0,195,182.24,182.24,0,0,NA,NA,0,63.78
9253,21/3/2022,16997608,LAMY,326 Rollerball Pens AL-Star M M63bk Grey,jewelry-watches,pens,2,0,0,0,800,747.66,1495.32,0,0,NA,NA,0,418.68
9254,27/9/2021,21733109,CERAVE,Facial Moisturizing Lotion 1.75 oz,tion-campaign,flash-deal-7-jul-22,3,0,0,0,550,514.02,1055.7,486.36,486.36,0,19.07,0,336.08
9255,7/5/2022,945887,RIN,White LCD Digital Clock Wireless charger PLUG IN 4LED,gadgets-tech,home-gadgets,3,0,0,1,1600,1392.52,2481.77,303.27,303.27,NA,NA,250,655.6
9256,30/12/2021,17062220,Lifree,Rehabili Pants White Size M ,home,eldery-care,12,0,0,0,1647,1400.93,13728.18,3082.98,3082.98,1681.11,1401.87,0,-1065.66
9257,11/4/2022,900637,ADIDAS,Black ADIDAS Lightweight Embroidered Baseball Unisex Cap,sports,accessories,1,0,0,0,700,327.1,327.1,0,0,NA,NA,0,42
9258,9/9/2021,705456,EQUINOX,Life vest Equinox PFD size L/X L,sports,equipments,8,0,0,4,1190,831.78,3327.12,0,0,NA,NA,0,338.2
9259,14/11/2021,15477385,INVISIBOBBLE,Power Pack 3 pcs. Crystal Clear,women,hat-hair-accessories,3,0,0,1,255,238.32,476.64,0,0,NA,NA,0,196.42
9260,19/5/2022,920928,Namiko,"Black - smart parasol Automatically folds in one hand Easy to use, lightweight, easy to carry, model YS1",women,umbrella,1,0,0,0,399,167.29,167.29,0,0,NA,NA,0,NA
9261,26/11/2021,25337822,Coolpets,ชามอาหารสุนัขกลม350ML,home,pet-supplies,3,0,0,1,490,228.97,228.97,228.97,228.97,NA,NA,208.48,-96.87
9262,19/1/2022,21482717,CENTRAL HOME,SPIN MOP,tion-campaign,flash-deal-7-jul-22,2,0,0,0,990,372.9,591.59,154.21,154.21,NA,NA,165,184.51
9263,3/5/2022,324040,FELINA CANINO,FELINA CANINO : OCEAN ENSEMBLE FOR CAT 70G. (PACK 24),tion-campaign,flash-deal-8-jun-22-2,2,0,0,1,696,650.47,650.47,0,0,NA,NA,0,114.84
9264,6/10/2021,766011,ADIDAS,ADIDAS ORIGINALS Trefoil Baseball Cap Unisex,men,hats-caps,3,0,0,2,700,242.06,242.06,0,0,NA,NA,0,31.08
9265,20/9/2021,858921,GUY LAROCHE INNERWEAR,White Men's underwear PACK 6 pieces Cotton spandex (JUS4905R8),tion-campaign,flash-deal-7-jul-22,1,0,0,0,1390,831.78,831.78,0,0,NA,NA,0,151.3
9266,5/5/2022,86813853,SKULLCANDY,หูฟัง IN EAR CORAL PINK,gadgets-tech,audio-hifi,1,0,0,0,2990,1859.81,1775.61,84.2,84.2,NA,NA,0,666.52
9267,3/9/2021,11654,WHEYWWL,wHEYWWL Electronic Shaker,sports,supplementary-food,1,0,0,0,1090,1018.69,1018.69,0,0,NA,NA,0,218
9268,24/11/2021,82745172,SANRIO_LOCAL,หมวกBUCKET XO SUMMER,women,hat-hair-accessories,2,0,0,0,990,556.07,1112.14,0,0,NA,NA,0,732.14
9269,14/11/2021,17054775,AFTERSHOKZ,หูฟัง TREKZ AIR CANYON RED,gadgets-tech,audio-hifi,1,0,0,0,3990,2794.39,2472.89,321.5,321.5,NA,NA,0,362.56
9270,15/5/2022,82952136,THREE,Balancing Cleansing Oil Gel 100 g,tion-campaign,flash-deal-8-jun-22-2,2,0,0,0,1900,1509.35,3018.7,0,0,NA,NA,0,1026.74
9271,26/1/2022,78664562,CERTAINTY,Certainty Tape Super Save Box Size M 112 Pcs.,home,eldery-care,2,0,0,0,1599,1373.83,2747.66,0,0,NA,NA,0,465.2
9272,14/1/2022,84028723,XIAOMI,MI SMART BAND 6,gadgets-tech,wearable-gadgets,2,0,0,0,3099,1018.69,1102.8,934.58,934.58,NA,NA,1000,-730.84
9273,2/10/2021,84040039,SANRIO_LOCAL,สายคล้องหน้ากากXO MASKSTRAP 2,women,personal-accessories,4,0,0,0,179,83.18,332.72,0,0,NA,NA,0,244.72
9274,5/1/2022,17124706,THREE,Rhythm Serenity Cold Pressed Oil Flax,beauty,beauty-supplementary,1,0,0,0,2600,2065.42,2065.42,0,0,NA,NA,0,702.5
9275,11/9/2021,32273724,SANRIO_LOCAL,ที่คาดผมKT,women,personal-accessories,1,0,0,0,458,214.02,214.02,0,0,NA,NA,0,154.02
9276,1/1/2022,32763164,GARMIN,Smartwatch VENU SQ LIGHT LIGHT SAND ROSE GOLD,gadgets-tech,wearable-gadgets,1,0,0,0,8990,7934.58,7934.58,0,0,NA,NA,0,1190.19
9277,4/11/2021,41622,LA BICYCLE,"CITY STEEL RIM 24"" DARK BLUE",sports,equipments,1,0,0,0,4360,2897.2,2897.2,0,0,NA,NA,0,527
9278,6/6/2022,638526,AIWA,Lunatic Bluetooth Speaker IPX6 (Black),gadgets-tech,audio-hifi,2,0,0,0,7500,2140.19,4280.38,0,0,NA,NA,0,320.6
9279,23/3/2022,84159236,marks___spencer_online,Gluten Free Cheese Crackers,home,groceries-2,1,0,0,0,199,167.38,167.38,0,0,NA,NA,0,91.7
9280,14/3/2022,86039765,CONVERSE,Jack Purcell Baseball Cap  1521440H1WTXX White,men,hats-caps,1,0,0,0,750,700.93,700.93,0,0,NA,NA,0,175.23
9281,20/12/2021,17062220,Lifree,Rehabili Pants White Size M ,home,eldery-care,1,0,0,0,1647,1400.93,1260.84,140.09,140.09,NA,NA,0,28.02
9282,2/9/2021,633797,ADIDAS,ADIDAS TRAINING HEAT.RDY Training Tee Men,sports,apparels,9,0,0,4,1600,448.6,2243,0,0,NA,NA,0,288
9283,13/11/2021,46241689,marks___spencer_online,Bourbon Biscuits,home,groceries-2,1,0,0,0,119,111.21,100.88,10.33,10.33,1.87,8.46,0,100.88
9284,10/6/2022,858926,GUY LAROCHE INNERWEAR,White Men's underwear PACK 6 pieces Cotton spandex (JUS4905R8),tion-campaign,flash-deal-7-jul-22,1,0,0,0,1390,813.08,813.08,0,0,NA,NA,0,147.9
9285,1/3/2022,85367814,CONVERSE,Chuck Baseball Cap 1508474F1PIXX Pink,men,hats-caps,2,0,0,0,490,288.79,577.58,0,0,NA,NA,0,339.1
9286,7/11/2021,699285,LENOVO,XE05 Bluetooth 5.0 Headphone Wireless Sports Earphones Neck Stereo IPX5 Waterproof Black,gadgets-tech,audio-hifi,2,0,0,0,349,225.23,434.77,15.69,15.69,NA,NA,16.79,33.74
9287,17/4/2022,83737138,KERASTASE,Multi-usage Oil for Extremely Shiny Hair and Anti frizz 100 mL. - Elixir Ultime Original Versatile Beautifying Oil,tion-campaign,flash-deal-5-jul-22,5,0,0,1,1595,1342.06,5230.21,278.02,138.03,0,84.93,6.23,1439.77
9288,26/11/2021,76186264,SANRIO_LOCAL,ผ้าขนหนูทอKT SMMR27X54IN,tion-campaign,flash-deal-7-jul-22,6,0,0,0,900,514.02,1827.05,1257.07,1257.07,NA,NA,0,759.05
9289,13/2/2022,81431700,NIKE,U CL99 NIKE AIR HBR CAP WH,men,hats-caps,1,0,0,0,850,794.39,788.28,6.11,6.11,NA,NA,6.54,351.39
9290,15/3/2022,70777901,LEGO,Classic Creative Transparent Bricks 11013 Multi-Color,tion-campaign,flash-deal-7-jul-22,1,0,0,0,1120,889.72,778.94,110.78,110.78,NA,NA,0,151.17
9291,24/11/2021,16994362,LAMY,Box Ink Cartridges T10 bk-bl Blue,jewelry-watches,pens,1,0,0,0,100,93.46,93.46,0,0,NA,NA,0,26.17
9292,12/4/2022,31297912,NIKE,STAR RUNNER 2 LGHT PS WH 11C,kids,kids-shoes,1,0,0,0,1800,503.74,503.74,0,0,NA,NA,0,-421.44
9293,25/2/2022,84159236,marks___spencer_online,Gluten Free Cheese Crackers,home,groceries-2,1,0,0,0,199,185.98,185.98,0,0,NA,NA,0,111.09
9294,30/10/2021,46241702,marks___spencer_online,Digestive,home,groceries-2,2,0,0,0,89,83.18,166.36,0,0,NA,NA,0,166.36
9295,17/4/2022,46241719,marks___spencer_online,Round Rich Tea,home,groceries-2,1,0,0,0,99,78.64,78.64,0,0,NA,NA,0,55.26
9296,7/5/2022,8451903,PIGEON,Honeycomb facial milk pads 60 Lemon,kids,maternity,1,0,0,0,189,176.64,176.64,0,0,NA,NA,0,57.22
9297,27/2/2022,78664562,CERTAINTY,Certainty Tape Super Save Box Size M 112 Pcs.,home,eldery-care,1,0,0,0,1599,1494.39,1260.84,233.55,233.55,NA,NA,0,90.61
9298,20/4/2022,83822209,SANRIO,กิ๊บหนีบผม AURORALONG HAIR CLI,women,hat-hair-accessories,1,0,0,0,285,266.36,237.53,28.83,28.83,NA,NA,0,155.64
9299,1/10/2021,84156143,marks___spencer_online,Toffee Assortment,home,groceries-2,2,0,0,0,119,111.21,222.42,0,0,NA,NA,0,133.66
9300,29/3/2022,16814455,CERTAINTY,กางเกงอนามัย Day Pants ไซส์ M จำนวน 34 ชิ้น x 4 แพ็ค (ยกลัง),home,eldery-care,9,0,0,0,1799,1587.85,11674.67,2615.98,2615.98,1438.5,934.58,0,12.68
9301,24/11/2021,86204385,marks___spencer_online,Gift Set Sweet Delight Bag M 2021,home,groceries-2,3,0,0,0,2699,2522.43,7567.29,0,0,NA,NA,0,5201.31
9302,7/12/2021,70208764,PiPPER STANDARD,น้ำยาล้างห้องน้ำฆ่าเชื้อ400,tion-campaign,flash-deal-7-jul-22,7,0,0,0,189,139.25,771.79,202.96,202.96,119.42,61.42,23.66,252.44
9303,10/9/2021,726328,E-GIFT CARDS,"ร่ำรวย 1,000Baht",gift-with-purchase,other,4,0,0,0,1000,934.58,3738.32,0,0,NA,NA,0,80
9304,19/1/2022,21733109,CERAVE,Facial Moisturizing Lotion 1.75 oz,tion-campaign,flash-deal-7-jul-22,1,0,0,0,550,514.02,457.48,56.54,56.54,NA,NA,0,97.67
9305,6/3/2022,1094550,xtivepro,Gray Yoga Mat 10mm,sports,equipments,2,0,0,0,790,200.93,401.86,0,0,NA,NA,0,64.5
9306,23/2/2022,76187698,CENTRAL HOME,Yoga Mat Size 183x61 cm. Dark Blue,sports,equipments,2,0,0,1,850,185.98,185.98,0,0,NA,NA,0,13.08
9307,14/1/2022,76856969,JOURNAL,Scarf 2104KKSC011 Pink Size Free Size,women,beach-accessories,1,0,0,0,895,397.2,397.2,0,0,NA,NA,0,140.79
9308,31/3/2022,1027097,XIAOMI,WhiteRedmi Buds 3 TWS,gadgets-tech,audio-hifi,2,1,1,0,1290,925.23,158.05,767.18,767.18,NA,NA,820.88,69.3
9309,24/3/2022,70180701,TEFAL,High Speed Blender (2L) BL811 Perfect Mix+,tion-campaign,flash-deal-6-jul-22,1,0,0,0,5990,2794.39,2225,569.39,569.39,419.16,150.23,0,1080.95
9310,30/4/2022,85993136,ZEBRA,Extra Duo Set 185469 Silver,tion-campaign,flash-deal-6-jul-22,3,0,0,1,1750,653.27,1306.54,0,0,NA,NA,0,266.96
9311,1/11/2021,540292,ADIDAS,White Essential Adjustable Gloves,sports,accessories,2,0,0,0,690,322.43,644.86,0,0,NA,NA,0,186.3
9312,14/9/2021,16814516,CERTAINTY,Super Pants Super Save L 20 pcs x 4 pack,home,eldery-care,3,0,0,0,1624,1400.93,3866.57,336.22,336.22,NA,NA,0,371.3
9313,13/2/2022,909470,SCE,Picnic gas stove PG1,tion-campaign,flash-deal-8-jun-22-2,3,0,0,0,1290,260.75,782.25,0,0,NA,NA,0,58.59
9314,1/6/2022,8579928,LAMOON,Nipple And Lip Balm 10 g,kids,maternity,1,0,0,0,195,155.14,139.63,15.51,15.51,NA,NA,0,49.32
9315,19/11/2021,84159236,marks___spencer_online,Gluten Free Cheese Crackers,home,groceries-2,1,0,0,0,199,185.98,164.04,21.94,21.94,NA,NA,0,91.94
9316,8/2/2022,400448,RESTER,Champange Massage Pillow Butterfly E-282,sports,equipments,3,0,0,0,7900,1859.81,5579.43,0,0,NA,NA,0,716.4
9317,12/12/2021,556765,ADIDAS,ADIDAS FOOTBALL/SOCCER Tabela 18 Jersey Men,sports,apparels,9,0,0,3,500,196.26,1177.56,0,0,NA,NA,0,151.2
9318,21/11/2021,931351,DAPPER,Black Reversible Pin Buckle Belt (BBC B1 251PN),men,belts-suspenders,1,0,0,0,1990,1303.74,1303.74,0,0,NA,NA,0,237.15
9319,29/11/2021,86041362,SKULLCANDY,DIME TRUE BLACK,gadgets-tech,audio-hifi,1,0,0,0,1490,1392.52,1392.52,0,0,NA,NA,0,502.53
9320,18/3/2022,70208764,PiPPER STANDARD,น้ำยาล้างห้องน้ำฆ่าเชื้อ400,tion-campaign,flash-deal-7-jul-22,12,0,0,0,189,176.64,1122.39,997.29,997.29,872.68,124.61,0,508.05
9321,10/11/2021,70017717,Smiggle,Block Tunes Headphones Pink,gadgets-tech,audio-hifi,1,0,0,0,990,925.23,832.71,92.52,92.52,NA,NA,0,461.24
9322,17/1/2022,15677693,Lifree,Long Lasting Pants Total 16 pcs/pack Size M ,home,eldery-care,4,0,0,0,519,438.32,1512.35,240.93,240.93,NA,NA,0,199.39
9323,16/12/2021,24818513,LocknLock,PINTO 3 TIER SMALL LNL HPL770,tion-campaign,flash-deal-5-jul-22,1,0,0,0,359,168.22,168.22,0,0,NA,NA,0,57.54
9324,2/3/2022,85020382,VICHY,Mineral 89 Probiotic Fractions 30 mL,tion-campaign,flash-deal-3-jul-22,3,0,0,0,1500,1191.59,2977.79,596.98,596.98,NA,NA,0,563.25
9325,21/1/2022,13129514,MARSHALL,หูฟังแบบสาย MODE EQ BK,gadgets-tech,audio-hifi,2,0,0,1,2490,2327.1,2327.1,0,0,NA,NA,0,656.47
9326,1/3/2022,82108908,MINI MONO,Bucket Hat XIN25479 Brown,men,hats-caps,1,0,0,0,200,186.92,186.92,0,0,NA,NA,0,84.12
9327,10/9/2021,84028723,XIAOMI,MI SMART BAND 6,gadgets-tech,wearable-gadgets,14,0,0,1,3099,1018.69,13242.97,0,0,NA,NA,0,1324.31
9328,4/12/2021,21951886,THREE,BALANCING CLEANSING OIL R185ML,tion-campaign,flash-deal-7-jul-22,3,0,0,0,1900,1509.35,4238.35,289.7,289.7,NA,NA,0,1250.41
9329,25/12/2021,85993136,ZEBRA,Extra Duo Set 185469 Silver,tion-campaign,flash-deal-6-jul-22,3,0,0,0,1750,746.73,2159.47,80.72,80.72,NA,NA,0,300.1
9330,10/1/2022,16994010,LAMY,Ballpoint Pens-Refill M16 F Blue,jewelry-watches,pens,2,0,0,0,220,205.61,330.74,80.48,80.48,43.9,36.58,0,34.66
9331,17/11/2021,15677716,Lifree,Long Lasting Pants Total 12 pcs/pack Size XL ,home,eldery-care,8,0,0,0,519,438.32,2998.11,508.45,508.45,350.65,157.79,0,216.19
9332,2/1/2022,20319267,Coolpets,ปลอกคอสุนัข หนัง L,home,pet-supplies,1,0,0,0,495,139.25,122,17.25,17.25,NA,NA,0,-48.53
9333,29/5/2022,877755,HCare,HCare Go Smartwatch - Matte Black,tion-campaign,flash-deal-2-jul-22,2,0,0,0,3990,1495.33,2990.66,0,0,NA,NA,0,1927.33
9334,29/5/2022,85993136,ZEBRA,Extra Duo Set 185469 Silver,tion-campaign,flash-deal-6-jul-22,14,0,0,0,1750,746.73,8239.58,2214.64,2214.64,1747.35,467.29,0,-437.48
9335,8/1/2022,76856983,JOURNAL,Scarf 2104KKSC013 Light Blue Size Free Size,women,beach-accessories,1,0,0,0,895,397.2,317.76,79.44,79.44,NA,NA,0,61.35
9336,6/3/2022,82053628,LAMY,471 Stylus Pen AL-star Black,jewelry-watches,pens,1,0,0,0,1760,1644.86,1644.86,0,0,NA,NA,0,460.56
9337,8/11/2021,70630541,NIKE,U DF AROBILL FTHLT PERF WH,women,hat-hair-accessories,2,0,0,0,850,714.95,1429.9,0,0,NA,NA,0,556.12
9338,27/1/2022,84725868,GQ,Smart Clean 170-222434 Red,women,personal-accessories,3,0,0,0,99,92.52,252.33,25.23,25.23,NA,NA,0,32.76
9339,1/12/2021,931345,DAPPER,Black Reversible Plaque Buckle Belt (BBC B1 252PG),men,belts-suspenders,1,0,0,0,1990,1303.74,1303.74,0,0,NA,NA,0,237.15
9340,30/9/2021,945535,GUY LAROCHE MENWEAR,BlackMen's Belt BB6094BL,men,belts-suspenders,1,0,0,0,1450,677.57,677.57,0,0,NA,NA,0,123.25
9341,10/10/2021,75048716,BIODERMA,Sebium H2O 250 mL. Twin Pack,beauty,mens-grooming,4,0,0,0,1580,738.32,2017.78,935.5,935.5,295.34,224.2,445.08,108.5
9342,28/5/2022,530710,MARCO POLO,Green SMRS 3235 C2,men,eyewear,1,0,0,0,4990,746.73,746.73,0,0,NA,NA,0,215.73
9343,11/1/2022,700685,keychron,K2 V.2 Wireless Mechanical Keyboard Gateron (Hot-swappable) Brown Switch LG,gadgets-tech,computers,1,0,0,0,3890,3635.51,3635.51,0,0,NA,NA,0,233.4
9344,16/11/2021,13722135,IFLIN BABY,BAMBOO MUSLIN PLAYFUL STARS,kids,maternity,1,0,0,0,990,925.23,793.68,131.55,131.55,NA,NA,13.95,241.78
9345,7/11/2021,610604,ADIDAS,Grey Mat Bag,sports,equipments,1,0,0,0,2390,933.64,933.64,0,0,NA,NA,0,94.91
9346,31/5/2022,17062237,Lifree,Rehabili Pants White Size L ,home,eldery-care,9,0,0,0,2196,1438.32,12419.93,524.95,524.95,NA,NA,100,2296.55
9347,9/9/2021,595097,B2S,XIAOMI สมาร์ทวอทช์  รุ่น Mi Band 5 BLACK,gadgets-tech,wearable-gadgets,1,0,0,0,1190,718.69,718.69,0,0,NA,NA,0,53.83
9348,27/3/2022,14116568,PIGEON,BABY WIPES CHAMOMILE 82 PCS P9,tion-campaign,flash-deal-7-jul-22,10,0,0,0,555,518.69,5161.28,25.62,25.62,NA,NA,0,1654.38
9349,10/10/2021,734052,ADIDAS,ADIDAS TRAINING Freelift Ultimate AEROREADY Designed 2 Move Sport Tee Men,sports,apparels,6,0,0,0,800,343.93,2043.33,20.25,20.25,NA,NA,0,264.96
9350,30/4/2022,580004,Chipmunk,PINK-DIY THREE WHEEL SCOOTER KIDS,tion-campaign,flash-deal-6-jul-22,1,0,0,0,2000,887.85,887.85,0,0,NA,NA,0,228
9351,4/3/2022,76187698,CENTRAL HOME,Yoga Mat Size 183x61 cm. Dark Blue,sports,equipments,2,0,0,1,850,185.98,185.98,0,0,NA,NA,0,13.08
9352,3/2/2022,7312502,THREE,UL LOOSE PWD GLOW 01,tion-campaign,flash-deal-2-jul-22,5,0,0,1,1950,1549.07,5246.2,957.83,950.08,618.5,223.14,0,1457.44
9353,12/1/2022,78284838,mommylicious_juice,Super Ginger 300 mL,home,eldery-care,2,0,0,0,89,83.18,166.36,0,0,NA,NA,0,70.69
9354,16/2/2022,22882943,ZEENZONE_BEAUTY,ผ้าปิดตาน้องแมวลายสก๊อต,men,eyewear,1,0,0,0,95,17.76,16.87,0.89,0.89,0,0.89,0,-15.84
9355,7/11/2021,893173,ADIDAS,ADIDAS ORIGINALS Adicolor Winterized Classic Trefoil Baseball Cap Unisex Headwear,men,hats-caps,1,0,0,0,700,340.19,340.19,0,0,NA,NA,0,43.68
9356,20/9/2021,13722142,IFLIN BABY,BAMBOO 2IN1 BURP NURSE,kids,maternity,2,0,0,1,990,925.23,858.68,66.55,66.55,NA,NA,0,306.78
9357,6/2/2022,270690,APPLE,"iPhone 13 Pro Max (256GB, Graphite)",gadgets-tech,mobiles-tablets,3,0,0,2,46900,42514.02,42514.02,0,0,NA,NA,0,932.55
9358,14/12/2021,86039710,CONVERSE,Chuck Baseball Cap  1508476H1REXX Dark Red,men,hats-caps,1,0,0,0,550,514.02,514.02,0,0,NA,NA,0,128.51
9359,28/11/2021,83737305,KERASTASE,Dry and Frizzy Hair care Overnight Serum 90 mL. - 8H Magic Night Serum,tion-campaign,flash-deal-7-jul-22,3,0,0,0,1530,1286.92,3340.29,520.47,520.47,308.86,211.61,0,588.63
9360,3/10/2021,11237624,BIOTHERM,Homme UV Defense SPF50/PA+++ 30 mL,beauty,mens-grooming,2,0,0,1,1900,1598.13,1557.15,40.98,40.98,NA,NA,0,323.13
9361,23/5/2022,21951886,THREE,BALANCING CLEANSING OIL R185ML,tion-campaign,flash-deal-7-jul-22,1,0,0,0,1900,1598.13,1598.13,0,0,NA,NA,0,507.14
9362,11/11/2021,20575,REEBOK,Reebok Step,sports,equipments,5,0,0,2,4990,3074.77,9224.31,0,0,NA,NA,0,937.65
9363,4/6/2022,84157157,marks___spencer_online,Toffee Chocolate Eclairs,home,groceries-2,1,0,0,0,119,77.8,77.8,0,0,NA,NA,0,NA
9364,27/5/2022,31278553,MARSHALL,ลำโพง EMBERTON BT BK,gadgets-tech,audio-hifi,3,0,0,0,6990,6532.71,18287.64,1310.49,1310.49,NA,NA,65,3985.9
9365,9/9/2021,726328,E-GIFT CARDS,"ร่ำรวย 1,000Baht",gift-with-purchase,other,1,0,0,0,1000,934.58,934.58,0,0,NA,NA,0,20
9366,31/3/2022,948477,Namiko,Beige Retro Style Nonstick Frying Pan 30Cm. KTA1009,tion-campaign,flash-deal-4-jul-22,1,0,0,0,3990,1205.61,1205.61,0,0,NA,NA,0,232.2
9367,3/3/2022,1094703,xtivepro,Silver Dumbbell Bar 30 kg with 10+30 cm,sports,equipments,3,0,0,1,5990,2046.73,4093.46,102.34,0,NA,NA,0,657
9368,17/4/2022,70208764,PiPPER STANDARD,น้ำยาล้างห้องน้ำฆ่าเชื้อ400,tion-campaign,flash-deal-7-jul-22,11,0,0,0,189,154.21,1318.9,377.41,377.41,271.4,106.01,0,326.76
9369,18/12/2021,MJT51339180,MUJI,Pp Cable Case 5232207613 White,gadgets-tech,computers,1,0,0,0,59,55.14,55.14,0,0,NA,NA,0,NA
9370,21/10/2021,70208764,PiPPER STANDARD,น้ำยาล้างห้องน้ำฆ่าเชื้อ400,tion-campaign,flash-deal-7-jul-22,12,0,0,0,189,144.86,1428.81,309.51,309.51,159.35,132.79,0,466.48
9371,30/9/2021,78502574,MI,สมาร์ทวอทช์ MI WATCH LITE BK,gadgets-tech,wearable-gadgets,1,0,0,0,1990,1392.52,1392.52,0,0,NA,NA,0,223.37
9372,29/5/2022,16655393,ESQUIRE,หมอนหนุน Contour Memory Foam สีขาว,tion-campaign,flash-deal-6-jul-22,2,0,0,1,2790,466.36,74.68,451.68,391.68,NA,NA,393.48,-187.51
9373,20/2/2022,1094558,xtivepro,ฺBlue PU Yoga Knee Pad,sports,equipments,2,0,0,0,389,157.94,315.88,0,0,NA,NA,0,50.7
9374,7/12/2021,931351,DAPPER,Black Reversible Pin Buckle Belt (BBC B1 251PN),men,belts-suspenders,1,0,0,0,1990,1303.74,1303.74,0,0,NA,NA,0,237.15
9375,1/6/2022,23784697,lesasha,ไดร์เป่าผม,tion-campaign,flash-deal-6-jul-22,1,0,0,0,2390,1579.44,1579.44,0,0,NA,NA,0,547.27
9376,13/10/2021,MJT51189785,MUJI,Light-Weight Foldable Umbrella DEA37A0S Black Watch,women,umbrella,1,0,0,0,390,364.49,364.49,0,0,NA,NA,0,NA
9377,16/4/2022,75741334,GARMIN,Smartwatch VENU SQ ORCHID METALLIC ORCHID,gadgets-tech,wearable-gadgets,2,0,0,0,6790,6345.79,12691.58,0,0,NA,NA,0,1903.72
9378,30/10/2021,16814509,CERTAINTY,Super Pants Super Save Size M 20 pcs x 4 pack,home,eldery-care,2,0,0,0,1624,1400.93,2521.68,280.18,280.18,NA,NA,0,190.28
9379,3/10/2021,84039996,SANRIO,Hello Kitty Mark Strap Red,women,personal-accessories,2,0,0,0,179,83.18,83.18,83.18,83.18,NA,NA,89,39.18
9380,31/1/2022,638528,AIWA,Katana X Mini Bluetooth Speaker IPX5 (Black),gadgets-tech,audio-hifi,1,0,0,0,1820,925.23,925.23,0,0,NA,NA,0,69.3
9381,8/11/2021,577410,MICROSOFT,Advice Microsoft 365 Family 2019 6GQ-01144,gadgets-tech,computers,1,0,0,0,1767,1532.71,1532.71,0,0,NA,NA,0,65.6
9382,12/5/2022,716988,MARCO POLO,Silver FL-LS3161 C2,women,eyewear,1,0,0,0,5990,887.85,887.85,0,0,NA,NA,0,256.5
